name,age,age_group,country,handedness,home_location_type,sleep,sleep_group,tertiary_qualifications
Amanda Bond,42,4,4,1,2,7.5,2,1
Brandi Hernandez,13,1,1,1,1,7.5,2,1
Jamie Small,84,8,1,1,3,7.5,2,3
Lance Ball,53,5,1,1,3,6.0,1,1
Melissa Johnson,50,5,1,3,1,9.5,3,1
Sean Wu,63,6,1,2,1,10.0,3,1
Roy Novak,46,4,1,1,1,9.0,3,1
Victoria Vasquez,56,5,2,2,1,4.0,1,1
Rose Kennedy,86,8,3,1,1,6.5,1,2
Ernest Ramos,35,3,1,1,1,7.0,2,1
Amy Dudley,58,5,1,1,2,10.5,3,1
Melissa Shaw,42,4,1,2,2,8.0,2,1
Albert Simon,93,8,3,1,3,6.5,1,1
Michael Flynn,27,2,2,1,1,8.0,2,2
Dorothy Hines,90,8,1,3,1,7.0,2,1
Jennifer Hamilton,70,7,3,1,3,4.0,1,1
Christian Lowe MD,49,4,1,2,3,10.5,3,2
Brandon Henderson,64,6,3,3,2,6.5,1,1
Mark Francis,54,5,3,1,1,10.0,3,1
Brandon Yates,44,4,1,1,1,5.0,1,1
Charlene Davis,75,7,2,1,2,7.5,2,1
Brenda Foster,39,3,1,3,1,7.5,2,2
Jessica Brown,58,5,3,1,1,4.5,1,1
Juan Robinson,55,5,2,1,2,6.5,1,1
Leslie Gutierrez,9,1,2,1,1,6.0,1,1
Michelle Phillips,37,3,2,1,1,9.5,3,1
Johnathan Smith,37,3,2,1,1,7.0,2,1
Laura Smith,43,4,2,1,2,7.5,2,2
Laura Hall,18,1,2,1,1,8.5,2,1
Laura Thompson,27,2,1,2,1,11.0,3,1
Lisa Larson,19,1,2,2,1,7.0,2,1
Reginald Herman,41,4,1,1,1,10.0,3,1
Victoria Escobar,94,8,2,1,2,7.0,2,1
John Kelley,56,5,1,1,2,7.5,2,1
Shawn Woods,53,5,2,1,2,7.5,2,3
Tonya Ramirez,99,8,2,1,1,7.5,2,1
Eric Thomas,55,5,4,1,1,8.5,2,1
Teresa Porter DVM,27,2,2,2,1,8.0,2,1
Marco Craig,23,2,4,1,1,5.0,1,1
Julia Day,72,7,1,3,1,9.5,3,1
David Berry,21,2,4,1,3,6.5,1,1
Bonnie Warren,57,5,1,1,2,6.0,1,1
Tamara Curry,53,5,2,1,1,6.5,1,1
James Cummings,34,3,4,2,2,8.5,2,1
Kathryn Johnson,50,5,1,1,1,9.0,3,1
Amber Morton,8,1,3,1,2,6.5,1,1
Shawn Rich,9,1,2,3,1,10.0,3,1
Emily Martin,13,1,3,3,1,7.0,2,1
Mr. David Bryant,22,2,1,1,3,5.5,1,2
Anthony Ortiz,71,7,1,1,1,6.5,1,1
Samantha Williams,52,5,4,2,2,7.5,2,1
Katie Graham,32,3,3,1,2,9.5,3,1
Calvin Rangel,75,7,2,1,1,7.0,2,3
Christopher Hall,74,7,2,1,1,6.5,1,1
Melissa Lewis,80,8,4,1,3,7.5,2,2
Matthew Russell,9,1,1,1,1,7.5,2,1
Theresa Savage,44,4,1,1,3,8.5,2,1
Christopher Frazier,55,5,1,1,3,9.0,3,2
Brian Martinez,34,3,1,2,3,9.0,3,2
Joann Stewart,41,4,1,1,2,9.0,3,2
Mr. William Hall,77,7,2,1,1,5.0,1,2
Shane Davidson,82,8,3,1,1,6.0,1,1
Ms. Rachel Williams,58,5,2,2,1,10.0,3,1
Jennifer Kennedy,28,2,1,2,1,6.5,1,1
Amy Stephens,96,8,1,1,1,4.5,1,1
Lori Boone,73,7,2,1,1,8.0,2,2
Christopher Moore,9,1,3,2,1,11.0,3,1
Kayla Barnes,89,8,1,2,2,7.0,2,1
James Smith,72,7,3,1,1,6.0,1,1
Angela Snyder,8,1,3,1,3,9.0,3,1
Juan Wagner,92,8,3,1,3,6.5,1,1
Brandy Hodges,90,8,4,1,2,8.0,2,1
Sarah Russo,35,3,1,1,2,5.5,1,1
Andrea Arroyo,23,2,1,1,3,8.5,2,1
Katherine Bailey,56,5,2,2,1,6.5,1,1
Kelsey Barrett,70,7,1,2,2,7.5,2,1
Lisa Johnson,22,2,1,3,1,9.5,3,3
Mrs. Ashley Strickland PhD,44,4,3,1,3,6.0,1,1
Justin Joyce,59,5,1,1,1,6.0,1,1
David Jensen,85,8,1,1,1,8.5,2,1
Christopher Cortez,52,5,4,2,2,8.5,2,1
Dr. Wesley Skinner,53,5,4,1,1,8.5,2,2
Lisa Johnson,11,1,3,2,2,9.0,3,1
Pamela Wilcox,92,8,1,1,1,7.0,2,1
Steve Cole,36,3,1,2,3,6.5,1,1
Stephen Russell,10,1,1,3,1,6.5,1,1
Lori Thompson,34,3,4,1,3,4.0,1,1
Joy Johnson,50,5,1,1,2,7.5,2,3
Jorge Williams,21,2,2,1,3,8.5,2,1
Kyle Ramos,57,5,3,1,1,6.0,1,2
Jennifer Wilson,18,1,1,1,2,7.0,2,1
Savannah Johnson,69,6,3,1,1,8.0,2,2
John Davis,38,3,1,2,2,8.5,2,1
Caleb Underwood,64,6,2,1,1,6.5,1,1
David Hamilton,73,7,3,1,1,7.0,2,1
Austin Mueller,9,1,1,3,1,8.5,2,1
Lisa Wilson,56,5,2,1,1,8.5,2,1
Kenneth White,50,5,1,1,1,9.0,3,1
James Smith,27,2,3,1,3,8.5,2,1
Derek Miles Jr.,51,5,4,3,1,7.0,2,1
Catherine Adams,19,1,2,3,2,7.5,2,1
Taylor Boyd,74,7,1,1,1,9.0,3,1
Jordan Kelley,62,6,1,1,1,9.0,3,1
Rachel Williams,13,1,3,1,3,8.0,2,1
Kristen Parker,38,3,4,3,1,9.5,3,1
Andrea Santana,41,4,3,2,1,4.5,1,1
Arthur Mccormick,42,4,2,1,1,7.5,2,1
Alicia Buchanan,70,7,1,2,1,4.5,1,1
Brian Parsons,12,1,3,1,1,9.0,3,1
Pamela James,44,4,3,1,2,10.5,3,1
Darrell Gregory,48,4,3,1,2,7.0,2,1
Brandon Sanchez,44,4,4,3,3,7.0,2,1
Jessica Estrada,80,8,1,1,2,6.5,1,2
Derrick Santiago,46,4,1,1,2,8.0,2,1
Manuel Herring,24,2,1,1,1,7.5,2,1
Amanda Obrien,67,6,1,1,3,8.0,2,1
Autumn Gilmore,51,5,4,2,1,10.5,3,1
Keith Arnold,12,1,2,2,2,6.5,1,1
Daniel Patton,86,8,1,2,1,7.5,2,1
Michael Powers,13,1,3,1,2,8.0,2,1
Luis Reynolds IV,24,2,2,1,1,8.5,2,1
David Mcdonald,75,7,3,1,2,5.5,1,1
Tracy Tyler,56,5,3,1,1,7.0,2,2
Alicia Wilson,10,1,1,2,1,6.0,1,1
Andrew Bell,11,1,1,1,3,7.0,2,1
Alexander Rosario,14,1,4,1,3,7.5,2,1
Deborah Blackburn,70,7,1,1,1,8.5,2,1
James Meyer,56,5,1,1,2,7.0,2,1
Robert Harris,71,7,3,1,1,5.0,1,2
Eric Gonzalez,42,4,2,2,1,9.0,3,3
Daniel Gould,74,7,1,1,1,3.0,1,1
Karen Larsen,56,5,4,1,1,7.0,2,1
Tamara Blevins,23,2,4,1,3,9.0,3,2
Anna Roberts,26,2,1,1,3,10.0,3,2
Christopher Walton,12,1,3,1,2,9.0,3,1
Mark Mcgee,22,2,2,1,1,8.5,2,3
Shirley Williams,55,5,1,1,1,5.5,1,1
Thomas Foley,81,8,1,3,3,7.5,2,1
Erik Lucas,21,2,3,1,1,8.5,2,2
David Gonzalez,54,5,1,1,3,10.0,3,1
Cheryl Briggs,48,4,3,1,3,10.0,3,1
Robert Mcdaniel,78,7,2,1,1,5.0,1,1
Duane Moreno,33,3,2,2,1,4.0,1,1
Matthew Bauer,10,1,1,1,3,6.5,1,1
Cynthia Norman,55,5,1,1,2,6.0,1,1
Ethan Anderson,35,3,2,1,2,6.5,1,1
Katherine Hayes,31,3,3,1,3,9.0,3,1
Erica Callahan,86,8,4,1,1,7.5,2,1
Steve Hunter PhD,29,2,2,1,2,11.0,3,1
Melinda Hunter,78,7,4,1,1,7.5,2,1
Jason Harrington,55,5,4,1,3,8.5,2,3
Robert Boyer,22,2,2,3,1,6.5,1,1
Marcus Haynes,30,3,1,1,1,9.0,3,1
Megan Harrison,59,5,1,1,1,8.5,2,1
Nathan Lee,20,2,4,1,2,8.0,2,1
Melissa Giles,15,1,1,3,1,5.0,1,1
Jacqueline Tran,72,7,1,2,2,4.5,1,1
John Collins,96,8,1,1,3,9.5,3,1
James Haney,51,5,1,1,1,9.0,3,1
Daniel Mata,23,2,3,2,3,6.0,1,2
Morgan Hebert,68,6,1,2,1,9.0,3,1
Justin Andrews,99,8,1,1,2,7.5,2,1
Robert Ortiz,57,5,1,1,2,8.0,2,1
Shawn Bauer,12,1,2,1,3,7.0,2,1
Melissa Barton,43,4,1,1,3,7.5,2,1
Robert Young,25,2,1,1,2,7.0,2,1
Matthew Raymond,31,3,1,1,1,8.5,2,1
Kathleen Boyd,50,5,2,1,1,8.0,2,1
David Kelly,9,1,3,1,2,7.0,2,1
Melissa Alexander,79,7,1,1,3,5.5,1,2
Jessica Leach,44,4,4,1,2,9.0,3,1
Kathleen Carter,95,8,1,1,1,7.5,2,1
Samantha Graham,44,4,1,1,2,8.5,2,2
Elizabeth Burke,70,7,1,1,3,7.0,2,1
Robert Maynard,49,4,1,3,1,7.5,2,1
Seth Simmons,59,5,4,1,3,6.0,1,1
Renee Flores,52,5,1,1,2,5.0,1,3
Amanda Gray,78,7,3,1,1,8.0,2,1
Benjamin Spencer,29,2,1,1,2,7.0,2,2
Seth Miller,23,2,2,1,2,5.5,1,1
Raymond Richardson,46,4,2,1,1,6.0,1,2
Ashley Bush,29,2,2,1,3,6.5,1,1
Amy Wilson,28,2,1,1,3,8.0,2,1
Elizabeth Gordon,64,6,1,1,1,8.5,2,1
Jesse Hernandez,44,4,1,1,2,8.5,2,1
Penny Campbell,27,2,2,3,1,6.5,1,1
Shane Frederick,67,6,2,1,1,7.0,2,1
Michael Turner,92,8,2,1,1,8.0,2,2
Alicia Rivera,39,3,1,3,1,5.5,1,1
Elizabeth Medina,73,7,2,1,2,8.5,2,1
Laura Bowman,73,7,1,1,1,6.0,1,1
Patricia Hayes,10,1,2,1,1,9.0,3,1
Tammy Bentley,43,4,1,1,1,6.0,1,2
Mr. David Lane,26,2,2,1,1,8.5,2,1
Barbara Parker DVM,60,6,2,1,1,7.0,2,2
Cindy Williams,68,6,1,1,1,8.0,2,1
Michael Smith,47,4,2,1,2,7.0,2,3
Danielle Carr,35,3,1,2,1,8.0,2,2
Russell Stevens,82,8,4,1,3,9.0,3,1
Oscar Johnson,35,3,3,1,3,9.5,3,1
Daniel Richardson,29,2,3,1,1,4.5,1,2
Kenneth Dillon,47,4,3,1,2,7.0,2,1
Jamie Monroe,20,2,1,1,1,9.5,3,2
Alexandra Moran,14,1,2,1,1,8.0,2,1
Megan Oconnor,32,3,3,1,3,7.5,2,1
Aaron Flores,86,8,4,3,1,7.0,2,1
Robert Miller,74,7,1,1,3,8.0,2,2
Michael Olson,76,7,4,2,1,6.0,1,1
Ashley Brown,36,3,1,2,1,6.5,1,2
Steven Martin,44,4,4,3,1,9.0,3,1
Stephen Holloway,52,5,1,1,3,8.5,2,1
Megan Gonzales,52,5,1,1,1,7.0,2,2
Stephanie Smith,26,2,3,1,2,9.5,3,1
Dawn Stewart,15,1,1,1,1,10.0,3,1
Sherry Rice,58,5,1,1,2,6.0,1,1
Robert Goodwin,45,4,2,1,2,8.5,2,2
Brittany Davis,83,8,1,1,3,5.5,1,1
Peter Russo,58,5,3,2,1,7.5,2,1
Donna Mills,47,4,1,3,2,6.5,1,3
Adam Park,14,1,1,1,2,7.0,2,1
Alvin Romero,20,2,3,1,1,12.5,3,1
Kelsey Wang,48,4,1,2,1,8.0,2,1
Warren Miller,83,8,3,1,3,5.5,1,1
Margaret Smith,61,6,2,1,1,5.5,1,2
Dr. Steven Hill II,74,7,1,1,2,6.0,1,1
Mary Campbell,87,8,1,1,3,9.0,3,2
Katherine Lewis,23,2,1,3,2,7.5,2,1
Linda Mcdonald,53,5,4,1,1,6.5,1,1
Jason Cobb,47,4,4,1,1,10.0,3,2
Mckenzie Bennett,45,4,1,1,1,10.0,3,1
Ricky Allen,30,3,2,1,1,8.5,2,1
Keith Gillespie,48,4,1,1,2,9.0,3,1
Walter Daniels,38,3,2,1,1,5.0,1,1
Susan Boyd,50,5,1,3,1,8.5,2,1
Patrick Mcgee,28,2,1,1,2,7.5,2,1
Todd Bailey,32,3,1,1,1,9.0,3,1
Deborah Kline,66,6,1,1,1,8.0,2,1
Joseph Cruz,44,4,3,3,1,7.0,2,1
Jonathan Guzman,44,4,3,3,1,6.5,1,1
Mr. Jason Mercer,53,5,4,1,3,7.0,2,1
Courtney Silva,37,3,3,1,3,9.0,3,2
Darren Owen,47,4,3,1,2,6.5,1,1
Nicole Moore,11,1,2,1,3,10.5,3,1
Philip Henry,8,1,1,1,3,8.0,2,1
Zachary Rhodes,10,1,3,3,3,8.0,2,1
Paula Joyce,84,8,4,1,3,9.5,3,1
Susan Prince,26,2,1,2,1,9.5,3,2
Mark Craig,36,3,1,1,1,6.0,1,1
Mark Thompson,77,7,3,1,2,8.0,2,1
James Dunn,21,2,1,2,2,7.0,2,2
Grace Lopez,50,5,2,1,1,8.0,2,1
Jennifer Jones,12,1,1,1,2,9.5,3,1
Monica Holloway,13,1,3,1,1,6.5,1,1
Jonathan Werner,67,6,3,2,2,7.0,2,1
Jessica Lucero,43,4,1,3,2,8.5,2,2
Katie Foley,31,3,4,1,2,6.5,1,1
Sharon Neal,40,4,1,1,1,8.5,2,1
Ian Crosby,64,6,1,1,1,6.0,1,1
Brittany Martinez,61,6,1,1,1,7.0,2,1
Ruth Williams,67,6,4,1,2,9.0,3,3
Jacob Sanchez,18,1,1,1,1,7.5,2,1
Richard Snyder,37,3,1,1,1,7.5,2,1
Paul Nelson,52,5,2,1,1,9.0,3,1
Mary Gibson,28,2,2,1,1,7.5,2,1
Jordan Castillo,95,8,2,1,3,6.5,1,1
Jessica Jones,20,2,4,1,2,10.0,3,2
Crystal Kelly,33,3,4,1,2,10.5,3,1
Christina Lopez,16,1,1,1,3,8.5,2,1
Anthony Meza,36,3,4,2,1,8.0,2,1
Marvin Huerta,62,6,1,1,2,6.0,1,2
Jessica Nelson,84,8,1,1,3,6.5,1,1
Sarah Russell,14,1,1,1,1,6.0,1,1
Gabrielle Saunders,40,4,2,1,1,4.0,1,1
Jonathan Perkins,89,8,1,3,1,8.5,2,1
Timothy English,24,2,4,1,3,7.5,2,1
David Price,17,1,3,1,3,8.5,2,1
Michael Rodriguez,13,1,1,2,1,7.5,2,1
Michael Shannon,56,5,3,1,3,6.0,1,1
Alicia Knapp,82,8,3,2,2,4.5,1,1
Jennifer Lopez,42,4,1,1,1,6.0,1,1
Melissa Austin,43,4,1,1,1,8.0,2,2
Joseph Harris,34,3,1,2,3,7.5,2,1
Mrs. Megan Hughes DVM,14,1,2,1,1,8.5,2,1
Taylor Walls,55,5,4,1,2,5.0,1,1
Alan Freeman,12,1,1,1,1,8.0,2,1
Rebecca Howell,76,7,4,1,2,7.0,2,3
Melanie Sanchez,15,1,4,1,2,6.5,1,1
Jeffery Bailey,23,2,3,1,2,6.5,1,1
Thomas Smith,73,7,3,1,3,7.5,2,2
Brandy Morgan,91,8,1,1,1,8.0,2,1
Edwin Moore,89,8,1,1,1,8.5,2,1
Richard Gibbs,24,2,1,1,1,5.5,1,1
Michael Dennis,49,4,1,1,1,9.5,3,2
Dustin Thomas,50,5,1,1,3,6.5,1,1
John Tate,38,3,3,2,3,9.0,3,1
Sydney West,72,7,4,1,3,8.0,2,1
Christina Church,12,1,2,1,2,5.5,1,1
Molly Russell,45,4,1,1,1,9.0,3,1
Miranda Cook,19,1,4,1,1,8.0,2,1
Kelly Harris,70,7,1,1,1,6.5,1,2
Charles Perez,91,8,1,1,3,6.0,1,1
Greg Kramer,48,4,2,2,1,5.5,1,1
Tony Madden,51,5,2,1,2,5.5,1,1
Erin Smith,22,2,1,1,1,9.5,3,1
Christopher Sanchez,34,3,2,3,3,8.0,2,2
Bridget White,15,1,3,1,3,10.0,3,1
Elizabeth Ellis,75,7,4,1,1,7.5,2,1
Monica Mccann,68,6,1,2,2,6.0,1,1
Jessica Tran,39,3,1,1,1,8.5,2,1
Tina Jackson,68,6,1,1,1,6.0,1,1
Adam Dixon,57,5,1,1,3,7.0,2,1
Mckenzie Santiago,51,5,2,1,2,5.0,1,1
Jose Mathis,20,2,1,1,3,8.5,2,1
Brittany Lucas,40,4,1,1,1,7.0,2,1
Adam Young,24,2,2,1,1,9.0,3,1
Ms. Kathy Cooper DVM,69,6,4,3,1,6.5,1,1
Bradley Gonzales,41,4,1,1,1,9.0,3,1
Renee Sandoval,64,6,3,2,1,6.0,1,1
Christine Harvey,24,2,1,1,1,7.5,2,1
Adrian Riley,17,1,1,1,1,7.5,2,1
Ashley Porter,10,1,1,1,1,7.0,2,1
Christina Wilcox,46,4,1,1,1,8.0,2,1
John King,59,5,3,1,2,6.5,1,2
William Norris,67,6,2,2,3,6.0,1,1
Kristin Price,20,2,4,1,3,8.5,2,1
Jose Reyes,75,7,4,1,2,8.5,2,2
Samuel Mclaughlin,50,5,3,1,3,10.5,3,1
Ronald Bush,13,1,1,1,2,8.0,2,1
Darrell Jones,51,5,1,3,1,9.5,3,1
Kristin Lynn,30,3,4,1,1,10.5,3,1
Danielle Golden,68,6,1,1,3,6.0,1,1
Kenneth Bell,66,6,3,3,2,6.0,1,1
Matthew Schmidt,52,5,2,1,1,9.0,3,2
Julie Silva,52,5,1,1,1,8.5,2,1
Daniel Mora DDS,13,1,1,1,3,8.5,2,1
Judy Berg,91,8,3,2,1,7.5,2,1
David Pineda,93,8,2,1,3,6.5,1,1
Mr. Thomas Carter MD,61,6,2,2,1,9.5,3,1
Kristin Kelly,78,7,4,1,3,9.0,3,2
Erik Escobar,14,1,3,1,2,6.5,1,1
Beth Spencer,57,5,1,1,2,9.0,3,1
Connor Martinez,33,3,4,1,3,8.5,2,1
Yvette Ramos,35,3,3,1,2,6.5,1,1
Stephen Shea,51,5,4,1,3,7.0,2,1
Jonathan Smith,78,7,1,1,2,9.0,3,1
James Dougherty,24,2,1,1,2,9.5,3,1
Chad Rivas,70,7,4,1,3,7.5,2,1
Tommy Garcia,17,1,2,1,1,8.5,2,1
Alan Rivera,80,8,2,1,1,9.0,3,1
Stephanie Barry,85,8,3,1,3,6.5,1,1
Michael Sanchez,29,2,3,2,2,7.5,2,1
Jeremy Gray,33,3,1,1,3,5.5,1,1
Austin Mckinney,9,1,3,1,1,10.0,3,1
James Mitchell,53,5,4,1,3,7.5,2,1
Heather Harrison,48,4,1,1,2,9.5,3,1
Christopher Shaw,80,8,4,1,1,6.5,1,1
Lynn Hatfield,27,2,4,2,1,5.5,1,1
Mary Mckee,57,5,3,2,1,5.0,1,1
Bruce Krueger,9,1,2,2,2,8.5,2,1
Nathan Mendoza,31,3,1,1,3,9.5,3,2
Laurie Miller,53,5,4,3,3,7.0,2,1
Tanner Robinson,36,3,3,1,1,8.0,2,1
William Miller,41,4,3,2,2,4.5,1,1
Kelly Harris,56,5,4,2,2,6.0,1,3
Ashley Smith,58,5,3,1,2,7.0,2,2
Mr. Alec Griffin DVM,42,4,2,1,3,7.5,2,1
Clifford Smith,44,4,1,1,2,7.5,2,2
Carolyn Freeman,52,5,1,1,3,7.0,2,1
Dylan Anderson,82,8,1,2,1,8.0,2,2
Kathy Bean,30,3,1,1,1,9.0,3,1
Brandy Graham,32,3,4,2,3,8.0,2,1
Debbie Parker,98,8,1,1,1,8.5,2,1
Ruth Thomas,19,1,3,1,2,8.5,2,1
Brian Buck,26,2,1,1,1,10.0,3,1
Austin Thomas,73,7,1,1,3,8.0,2,3
John Allen,80,8,2,1,3,7.0,2,3
Brady Lambert,36,3,3,1,3,11.5,3,1
Brandy Robinson,16,1,2,1,2,7.5,2,1
Jay Meadows,23,2,1,1,1,9.5,3,2
Ryan Young,45,4,1,1,2,8.5,2,1
Troy Marshall,10,1,4,1,3,7.0,2,1
Holly Burton,14,1,1,1,3,8.0,2,1
Madison Mcintosh,42,4,1,2,3,10.5,3,1
Mariah Brown,20,2,2,1,1,8.5,2,1
Candice Terrell,99,8,2,3,2,6.0,1,2
Shannon Skinner,41,4,1,2,2,6.5,1,1
Stacey Stone,51,5,1,1,1,6.0,1,1
Gary Santos,42,4,2,2,3,4.0,1,1
Stacy Wallace,15,1,1,1,2,7.5,2,1
Brittany Butler,84,8,4,1,1,7.5,2,1
Robert Gilbert,69,6,4,1,2,7.0,2,1
Donna Maxwell,87,8,3,1,3,6.5,1,1
Sabrina Abbott,36,3,4,1,1,7.0,2,1
Morgan Johnson,59,5,2,2,1,5.5,1,1
Joseph Martinez,60,6,2,1,1,6.5,1,2
Jack Torres,16,1,4,1,3,6.0,1,1
Kathryn Richardson,57,5,1,1,1,9.5,3,1
Jeffery Dillon,89,8,3,1,2,7.0,2,1
Danielle Johnson,32,3,1,1,2,6.5,1,1
Mark Schultz,86,8,1,3,3,8.0,2,1
Ronald Brown,65,6,4,1,2,7.5,2,1
Robert Hudson,61,6,1,1,3,7.0,2,1
Mitchell Moore,67,6,1,1,1,9.5,3,1
Jacob Schultz,15,1,1,1,1,7.0,2,1
David Lewis,13,1,4,1,1,6.5,1,1
Christopher Reynolds,69,6,4,2,1,7.0,2,2
Tom Petersen,24,2,2,1,3,9.5,3,2
Nicholas Campbell,43,4,1,2,2,6.0,1,2
Carrie Gentry,16,1,1,1,3,10.0,3,1
Thomas Nelson,77,7,3,1,1,6.5,1,1
Amy Austin,72,7,1,1,1,8.0,2,2
Lance Parker,27,2,3,1,1,6.0,1,1
Steven Williams,28,2,1,1,1,7.0,2,2
Heather Holt,56,5,3,3,1,7.5,2,1
Kayla Duran,47,4,1,1,1,8.5,2,1
Savannah Clark,21,2,4,1,2,5.5,1,1
Charles Smith,75,7,3,1,2,5.5,1,1
Cristina Williams,48,4,2,2,1,9.0,3,1
Tammy Woods,36,3,1,1,3,7.0,2,3
Kathryn Mack,92,8,1,2,1,9.5,3,1
Joseph Leonard,36,3,1,1,1,6.0,1,1
Kevin Hayes,78,7,2,1,2,5.5,1,1
Christine Turner,37,3,3,1,3,9.5,3,1
Jeremy Kline,42,4,2,1,3,8.5,2,1
James Morgan,23,2,4,1,2,8.0,2,1
Kimberly Lee,78,7,1,1,1,4.0,1,1
Jade Gill,47,4,1,1,3,6.5,1,1
Julie Malone,24,2,3,2,3,8.0,2,1
Mark Trujillo,22,2,4,1,3,8.5,2,3
Melissa Hutchinson,81,8,1,1,2,8.0,2,1
Roy Griffith,27,2,1,1,3,7.5,2,1
Jesse Burnett,17,1,1,1,3,8.0,2,1
Timothy Hernandez,27,2,3,1,3,6.0,1,1
Robert Gross,41,4,2,1,1,10.5,3,1
Jeffrey Shah,52,5,1,3,2,7.5,2,1
Steve Ryan,55,5,2,1,2,7.0,2,1
Barbara Watson,43,4,2,1,1,8.5,2,1
James Burke,63,6,4,1,3,6.5,1,3
Matthew Weaver,38,3,1,1,2,7.5,2,1
Gabriella Nunez,51,5,2,1,2,6.0,1,1
Anthony Dean,46,4,3,1,3,6.0,1,1
Kathryn Brown,47,4,3,1,2,8.0,2,3
Michael Watts,62,6,1,1,1,7.0,2,1
Aimee Bailey,23,2,1,3,3,8.0,2,1
Kelly Thomas,22,2,1,1,1,6.5,1,1
Emily Torres,42,4,4,1,1,8.0,2,1
George Jenkins,36,3,1,1,3,8.5,2,1
Tonya Rosales,19,1,1,3,2,8.0,2,1
Paul Ramirez,9,1,1,2,1,9.0,3,1
Kelsey Woods,97,8,3,1,2,9.0,3,1
Rick Smith,47,4,4,1,1,10.0,3,3
Mrs. Judith Kennedy,53,5,3,2,2,9.0,3,1
Paula Jenkins,87,8,2,1,3,8.0,2,1
Nicole Guerra,77,7,4,1,1,7.5,2,3
Ashley Cox,42,4,1,1,2,8.0,2,1
Thomas Weber,96,8,3,3,1,8.0,2,1
Shannon Taylor,8,1,3,1,2,7.5,2,1
Sarah Smith,72,7,2,2,3,8.5,2,1
Emily Chapman,26,2,1,1,3,6.5,1,2
Aaron Dean,91,8,1,1,2,6.5,1,1
Ethan Carter,57,5,3,1,2,12.0,3,1
Amy Lopez,18,1,2,2,3,9.5,3,1
Kara Griffith,39,3,3,1,3,7.5,2,2
Dana Graham,58,5,2,1,1,7.0,2,1
Christopher Gonzalez,32,3,2,1,1,7.0,2,1
Elizabeth Snyder,40,4,3,2,3,8.0,2,1
Danielle Blair PhD,21,2,1,1,1,9.0,3,2
David Martin,13,1,4,2,1,9.0,3,1
Virginia Henderson,85,8,1,1,1,7.0,2,1
Julie Henderson,46,4,3,1,3,6.0,1,1
Dana Salazar,58,5,4,1,2,5.0,1,1
Robert Sullivan,44,4,3,1,1,7.5,2,1
David Porter,25,2,2,1,2,4.0,1,1
Kevin Rollins,67,6,1,3,2,3.5,1,1
Lisa Wilson,41,4,2,1,1,8.5,2,1
Christopher Aguilar,78,7,3,1,1,7.5,2,1
Ashley Mclean,41,4,1,1,2,8.0,2,1
Erica Garcia,58,5,1,1,1,6.5,1,2
Scott Clay,10,1,3,1,3,8.0,2,1
Nicole Smith,36,3,2,1,1,7.5,2,1
Danielle Barker,46,4,3,3,2,8.5,2,1
Hailey Lynn,24,2,4,1,1,9.5,3,1
Roberto Lamb,27,2,4,1,1,7.5,2,2
Kristen Barnes,55,5,1,1,1,9.0,3,1
Connie Mason,36,3,2,1,2,8.0,2,1
Seth Hoffman,14,1,1,2,1,9.5,3,1
Nicholas Knight,24,2,1,1,1,8.5,2,1
Douglas Gregory,67,6,2,1,2,6.0,1,1
Dawn Castro,36,3,1,1,1,6.0,1,1
Charles Perez,94,8,1,1,1,5.5,1,1
Brian Morrison,25,2,1,1,2,6.5,1,3
Samantha Mckinney,16,1,4,1,1,7.0,2,1
Christopher Harvey,29,2,1,3,1,9.0,3,1
Stacey Willis,41,4,1,1,2,6.0,1,1
Meghan Preston,52,5,4,1,1,7.0,2,2
Joseph Freeman MD,85,8,2,1,2,7.5,2,1
Taylor Thompson,49,4,1,1,2,9.0,3,1
Samuel Forbes,37,3,1,2,1,9.5,3,2
Sean Horton,57,5,1,1,1,7.0,2,2
Joseph Rhodes,96,8,1,1,1,8.0,2,1
Angela White,41,4,1,1,2,9.5,3,1
Robert Murphy,43,4,2,1,1,7.5,2,1
Eric Melton,10,1,4,2,1,11.5,3,1
Amy May,42,4,3,1,1,7.5,2,1
Thomas Jackson,93,8,1,2,3,7.0,2,1
Diana Dougherty,45,4,1,1,3,6.5,1,1
Michael Zimmerman,44,4,3,1,1,5.0,1,3
Tammie Garcia,43,4,1,1,2,9.0,3,3
Richard Hall,79,7,1,1,2,4.0,1,1
James Carter,50,5,1,1,3,4.0,1,1
Brian Tucker,84,8,1,1,2,6.0,1,1
Taylor Wright,48,4,2,1,1,9.5,3,1
Kelly Lawrence,11,1,3,1,2,9.0,3,1
Robert Wiggins,25,2,1,1,3,9.0,3,1
Amber Williams,55,5,1,1,1,6.5,1,3
Sean Harris,29,2,1,2,2,6.5,1,1
Jose Chen,45,4,1,3,1,5.5,1,1
Michael Horn,8,1,1,3,3,8.5,2,1
Justin Miller,70,7,1,1,1,8.0,2,1
Brittney Gonzalez,86,8,4,1,2,7.5,2,2
John Fisher,92,8,1,1,1,8.0,2,1
Joanna Jackson,25,2,1,1,1,8.5,2,1
Charles Smith,75,7,3,1,3,6.5,1,1
Elizabeth Lynch,12,1,3,1,1,8.5,2,1
Donald Taylor,22,2,2,1,2,7.0,2,1
Dawn Ryan,10,1,3,1,3,11.5,3,1
Samuel Johnson,26,2,2,1,1,6.0,1,1
Mary Hammond,22,2,1,1,2,9.0,3,1
